單詞,TF,DF
不如預期,153,137
富邦銀行,152,109
會副主委,151,132
最重要的,151,143
的人民幣,150,102
渣打銀行,150,80
有價證券,150,92
台股今日,150,124
長榮航空,149,40
海外分行,149,108
業者表示,149,123
基礎設施,149,109
台灣企業,149,104
潤泰集團,147,66
經濟研究,146,119
會銀行局,146,136
投資人對,145,132
台股指數,145,112
值新台幣,145,141
今天召開,145,142
金融中心,143,108
成長動能,143,129
南向政策,143,75
量化寬鬆,142,114
工作機會,142,99
兩岸關係,142,82
主管表示,142,120
的投資人,141,122
世界經濟,141,111
稅後盈餘,140,59
總經理李,139,132
董事長張,138,125
大陸市場,138,108
台新金控,138,89
盤中一度,137,123
寬鬆貨幣,137,119
地方政府,137,88
銀行主管,136,99
據金管會,136,128
年期公債,136,81
市場動盪,136,124
主要股市,136,125
的不確定,135,120
日本銀行,135,130
投資標的,135,107
外匯市場,135,116
中華信評,135,36
風險管理,134,98
投資組合,133,93
專案小組,133,92
公投決定,133,111
以來最大,133,112
土地銀行,132,105
台灣證券,132,120
另一方面,132,126
創歷史新,132,124
銀董事長,131,108
金融資產,131,92
稅前盈餘,131,81
儲備幹部,131,55
債權銀行,131,84
高階主管,130,94
選人川普,130,120
歐美股市,130,111
投資公司,130,91
今日開盤,130,96
銀行帳戶,129,111
國內金融,129,109
一帶一路,129,67
道瓊指數,128,97
對人民幣,128,84
公司董事,128,103
今天上午,128,121
董事長林,126,110
總經理陳,126,114
寬鬆政策,126,115
首席經濟,125,116
金融集團,124,83
行動裝置,124,90
彭博報導,124,123
市場人士,124,102
金融風暴,123,99
通貨膨脹,123,95
朝陽人壽,123,21
實體經濟,123,89
天使基金,123,36
在立法院,123,113
元大證券,123,46
玉山金控,122,62
台資銀行,122,74
董事長郭,121,105
經濟復甦,121,100
相關人員,121,93
法令遵循,121,78
歐洲聯盟,121,104
利率不變,121,94
債券市場,120,70
便利商店,120,81
股東權益,119,112
科技公司,119,76
南山人壽,119,50
元人民幣,119,79
類股指數,118,58
總經理林,118,108
獲利表現,118,103
摩根大通,118,86
元大銀行,118,58
中國銀行,118,77
董事長李,117,106
網路銀行,117,76
法蘭克福,117,110
幣對美元,117,82
升息機率,117,97
公益信託,117,15
亞洲股市,117,105
中小型股,117,87
美國股市,116,105
為新台幣,116,113
台股加權,116,114
任金管會,116,88
人民幣對,116,59
電子現貨,114,114
經濟前景,113,102
根據統計,113,110
人士表示,113,102
自由貿易,112,81
存款餘額,112,37
開董事會,111,87
金管會將,111,98
綜合指數,111,96
現金股息,111,60
大陸股市,111,100
大陸國家,111,96
電子票證,110,48
金融體系,110,94
海外投資,110,81
不當黨產,110,63
風險控管,109,90
月以來最,109,97
就業服務,109,31
國內銀行,109,90
勞動市場,109,75
八大類股,109,108
提供客戶,108,86
兆豐銀紐,108,80
董事長徐,107,94
網路投保,107,34
委賣張數,107,107
土壤液化,107,34
刺激經濟,107,92
主管指出,107,94
開記者會,106,101
金融產業,106,93
金融業的,106,104
金管會已,106,99
日本經濟,106,85
億元以上,106,90
個基本點,106,67
月升息的,105,87
億日圓的,105,62
保費收入,105,57
銀行辦理,104,87
金融類股,104,91
資金行情,104,79
資訊科技,104,81
經濟表現,104,93
現金股利,104,69
央行官員,104,71
大陸地區,104,57
開發銀行,103,79
表現相對,103,96
網路借貸,103,49
存款利率,103,79
國民黨立,103,93
台灣市場,103,89
凱基銀行,103,69
集團旗下,102,86
銀行貸款,102,74
經濟情勢,102,87
海外市場,102,89
數據分析,102,83
整體而言,102,93
投資人的,102,93
存款帳戶,102,51
公股銀行,102,69
兌人民幣,102,30
主要原因,102,99
一段時間,102,96
總經理吳,101,88
社會住宅,101,26
比去年同,101,76
指數終場,101,96
持續成長,101,93
富蘭克林,101,55
國際資金,101,75
金融環境,100,89
財政政策,100,80
記者會上,100,90
委買張數,100,100
大幅成長,100,93
台灣出口,100,74
公投脫歐,100,85
以來新高,100,87
貨幣寬鬆,99,81
科技創新,99,58
社會大眾,99,87
成交量前,99,99
壽險業者,99,62
前董事長,99,85
備抵呆帳,99,66
上證指數,99,62
降息半碼,98,73
資訊安全,98,60
成交張數,98,98
微信支付,98,38
台指期今,98,76
優於預期,98,86
華南金控,97,65
維持利率,97,76
科技產業,97,72
智慧手機,97,59
支付服務,97,72
手續費收,97,71
成為全球,97,85
商品價格,97,85
合併營收,97,62
倫敦金融,97,72
電子發票,96,29
貿易協定,96,66
美國大選,96,74
獲利了結,96,84
民進黨立,96,74
期貨交易,96,73
投資金額,96,73
市場發展,96,86
外商銀行,96,77
利率決策,96,73
金管會也,95,86
要求銀行,95,78
股台積電,95,90
獲利成長,95,85
業務發展,95,85
市場關注,95,90
就業市場,95,82
對兆豐銀,95,71
全球最大,95,87
非農就業,94,78
院財委會,94,82
外銷訂單,94,48
達新台幣,93,91
調查結果,93,77
行記者會,93,89
華一銀行,93,27
央行降息,93,76
元大金控,93,53
權證市場,92,42
從業人員,92,69
彭博資訊,92,82
信用評等,92,64
交易金額,92,61
資金需求,91,81
人民幣的,91,67
集團董事,90,76
開高走高,90,83
金融產品,90,64
金管會昨,90,75
重要的是,90,86
積極推動,90,88
每股盈餘,90,65
日本政府,90,60
國泰證券,90,33
商業模式,90,75
匯率波動,90,74
全球景氣,90,74
金融公司,89,60
的信用卡,89,70
機構投資,89,65
新創公司,89,58
投保中心,89,33
合作金庫,89,74
今日上午,89,80
銀行業務,88,79
銀行副總,88,87
美元升值,88,77
發展趨勢,88,76
民營銀行,88,75
希望透過,88,82
市場需求,88,77
存款準備,88,55
向金管會,88,76
合作夥伴,88,71
以來新低,88,82
人民幣中,88,70
亞太地區,88,63
黑田東彥,87,62
類股表現,87,78
目前市場,87,85
截至今年,87,79
尼加拉瓜,87,25
各國央行,87,71
刺激措施,87,68
債券基金,87,50
今天舉辦,87,86
交所表示,87,63
銀總經理,86,78
金融股漲,86,86
行政處分,86,53
英國央行,86,65
股票成交,86,22
熔斷機制,86,37
為人民幣,86,72
澳盛銀行,86,50
漲跌互見,86,79
收購夏普,86,52
年終獎金,86,34
工業生產,86,61
就業機會,86,66
基金投資,86,62
人工智慧,86,41
金融創新,85,67
董事長陳,85,77
英國經濟,85,60
業者指出,85,72
支付工具,85,69
大經濟體,85,79
借貸平台,85,42
信託基金,85,50
身心障礙,84,32
行動金融,84,48
總體經濟,84,73
經濟展望,84,71
物價指數,84,65
房貸利率,84,40
市場投資,84,81
川普勝選,84,53
將進一步,84,77
即日起至,84,71
銀行合作,83,69
金融管理,83,57
調查報告,83,69
萬元以上,83,62
知情人士,83,62
決策會議,83,70
外不動產,83,26
北市政府,83,58
修正草案,83,62
電信詐騙,82,26
金融股跌,82,81
金總經理,82,77
簽帳金額,82,29
的金融業,82,75
法人指出,82,72
每股純益,82,52
新聞報導,82,68
大陸官方,82,66
受到影響,82,76
公開市場,82,73
全球投資,82,68
黨產處理,81,58
開低走低,81,75
貶值壓力,81,62
讓投資人,81,71
現金增資,81,49
消費者的,81,77
新興國家,81,62
整數關卡,81,74
支付業者,81,48
打亞洲盃,81,67
成長放緩,81,74
息的機率,81,66
年金改革,81,42
就業報告,81,57
委內瑞拉,81,38
基準利率,81,65
高度關注,80,74
重大訊息,80,73
衰退幅度,80,60
行動銀行,80,46
董事會決,80,74
經營團隊,80,71
相關規定,80,75
新政府上,80,68
投資人不,80,77
市場資金,80,67
就業數據,80,66
合新台幣,80,63
台塑集團,80,38
升息的機,80,65
貸款利率,79,64
薩爾瓦多,79,29
英國首相,79,70
總經理張,79,74
未來發展,79,69
政治人物,79,61
愈來愈多,79,73
夥伴協定,79,56
商品交易,79,61
台北時間,79,55
兌美元今,79,71
董事席次,78,37
目前為止,78,74
監理機關,78,59
歐洲主要,78,75
宏都拉斯,78,25
報告顯示,78,73
其中包括,78,78
內線交易,78,45
交易中心,78,66
高殖利率,77,67
集團總裁,77,71
資深副總,77,72
經濟活動,77,63
管理學院,77,47
第一時間,77,67
相卡麥隆,77,70
會主委李,77,69
整體經濟,77,71
投顧表示,77,61
所董事長,77,61
大宗商品,77,61
國際經濟,77,69
國財政部,77,59
全球貿易,77,55
元大投信,77,29
任總經理,77,63
今年首季,77,58
今天報導,77,76
集中市場,76,61
際行動支,76,30
院副院長,76,68
針對兆豐,76,69
金融情勢,76,70
金控公司,76,54
貨幣市場,76,35
臺灣銀行,76,43
總經理黃,76,72
經濟增長,76,58
直接投資,76,51
決定脫歐,76,68
成長率預,76,59
息的可能,76,69
央行表示,76,64
去年全年,76,63
利息收入,76,60
上證綜指,76,49
預估今年,75,67
調查發現,75,63
董事長吳,75,72
終場收在,75,52
相關資料,75,65
灣銀行業,75,47
最高來到,75,61
新光金控,75,40
按兵不動,75,67
投資機會,75,68
年同期的,75,60
外資持續,75,71
台灣投資,75,48
利率環境,75,64
人士透露,75,71
亞洲貨幣,75,55
中國外匯,75,68
陸客來台,74,35
金管會的,74,66
資金來源,74,61
歐洲股市,74,66
指數收盤,74,57
大盤指數,74,63
大專院校,74,33
亞洲金融,74,66
透過網路,73,58
買超台股,73,62
證券市場,73,54
萬事達卡,73,31
美國企業,73,56
結果顯示,73,70
管理業務,73,58
社福團體,73,25
的受訪者,73,42
民調顯示,73,64
期貨市場,73,44
支付機構,73,37
外資買超,73,61
國內經濟,73,72
召開臨時,73,58
創下歷史,73,68
公布最新,73,71
以來最低,73,68
今天發布,73,72
亞洲市場,73,62
金融穩定,72,59
資本外流,72,47
舉例來說,72,66
終場加權,72,72
目前全球,72,71
擴大寬鬆,72,58
執行副總,72,62
可能出現,72,70
前兆豐金,72,61
利率維持,72,54
電子郵件,71,49
長張盛和,71,70
金控今天,71,70
瑞士銀行,71,60
無卡提款,71,27
新光三越,71,42
成為台灣,71,65
往來銀行,71,55
台灣產業,71,54
任兆豐金,71,49
今天舉行,71,71
非金電期,70,61
金融保險,70,59
農曆春節,70,62
財團法人,70,55
評議中心,70,24
行董事會,70,62
行庫主管,70,45
美國銀行,70,64
統計顯示,70,69
稅後淨利,70,49
決定是否,70,67
時代來臨,70,68
新光銀行,70,34
新光人壽,70,42
投信表示,70,62
官員指出,70,66
大陸分行,70,21
壓力測試,70,32
四大指數,70,63
合計買超,70,53
台灣今年,70,52
分行經理,70,47
黨籍立委,69,51
銀行提供,69,60
銀行信用,69,61
達成協議,69,59
資產品質,69,56
讓消費者,69,59
航空公司,69,42
經濟合作,69,54
社會福利,69,49
相關部會,69,58
由黑翻紅,69,58
東協國家,69,44
推動金融,69,58
引發市場,69,63
太陽能電,69,40
大選結果,69,56
國際組織,69,52
台股短線,69,61
企業放款,69,36
今天開高,69,67
購物中心,68,43
瑞穗銀行,68,54
東協市場,68,42
智慧財產,68,45
新高紀錄,68,58
市場指數,68,39
市場基金,68,33
大幅提升,68,64
元大人壽,68,21
伊斯蘭國,68,24
險業投資,67,38
金融消費,67,39
金管會在,67,62
金控獲利,67,51
線上開戶,67,36
終場上漲,67,63
研究中心,67,50
相關法規,67,62
月以來新,67,61
投資策略,67,57
大陸銀行,67,50
報導引述,67,60
保護主義,67,54
今年全球,67,61
事會決議,67,63
主要國家,67,61
中間價報,67,48
金控表示,66,51
財政刺激,66,48
行信用卡,66,57
虛擬實境,66,39
股市表現,66,58
美股道瓊,66,61
美元計價,66,51
結果出爐,66,63
第一階段,66,53
時代力量,66,42
投資報酬,66,59
平盤附近,66,61
富國銀行,66,33
大型銀行,66,58
因素影響,66,62
升息預期,66,54
個股表現,66,57
以來最高,66,60
今年底前,66,58
主要是因,66,65
主任委員,66,44
不動產投,66,48
震盪整理,65,58
銀行借款,65,58
金管會要,65,59
過去一年,65,59
財金公司,65,37
認售權證,65,30
解決問題,65,60
美國公債,65,48
研究報告,65,60
準備金率,65,39
消費金融,65,53
日圓升值,65,58
投資海外,65,32
成長率為,65,59
市場持續,65,64
固定收益,65,59
反洗錢法,65,49
前金管會,65,60
利率會議,65,52
分支機構,65,48
保險商品,65,47
今天上漲,65,65
人才培育,65,59
主要貨幣,65,58
一交易日,65,51
銀行放款,64,57
農曆年前,64,50
蓬勃發展,64,61
股利所得,64,28
管理辦法,64,46
產能過剩,64,49
生技產業,64,23
法人認為,64,62
東京分行,64,30
最大漲幅,64,48
日以來最,64,57
政部次長,64,62
指數一度,64,58
投資環境,64,49
投資收益,64,48
恆生指數,64,53
市場交易,64,57
告一段落,64,56
台灣中小,64,53
可能影響,64,63
創新產業,64,42
公用事業,64,27
下歷史新,64,61
三菱東京,64,52
電子產品,63,46
金管會對,63,57
部分銀行,63,55
達成共識,63,61
認購權證,63,29
萬美元的,63,52
英國脫離,63,50
與財政部,63,52
經濟放緩,63,54
用信用卡,63,49
產學合作,63,40
海外據點,63,54
沒有任何,63,59
氣候變遷,63,33
未實現損,63,29
會上表示,63,58
政黨輪替,63,53
成長趨緩,63,58
實地查核,63,31
大眾銀行,63,27
境外公司,63,38
地緣政治,63,55
國家發展,63,60
國定假日,63,32
單一市場,63,41
匯豐銀行,63,45
其他銀行,63,49
上市股票,63,34
金額高達,62,58
金融發展,62,58
財務狀況,62,58
證券期貨,62,52
證券投資,62,48
蘋果公司,62,48
與金管會,62,59
經營管理,62,48
經濟體的,62,50
管理銀行,62,37
目前已有,62,61
的重要性,62,58
留在歐盟,62,45
泥窯股漲,62,62
新興經濟,62,36
新創團隊,62,21
政府推動,62,53
支付市場,62,39
息的預期,62,59
大學畢業,62,41
大型權值,62,49
多家銀行,62,55
在金管會,62,59
國際貿易,62,52
去年獲利,62,52
動金融卡,62,28
券商公會,62,27
全球主要,62,57
今天開低,62,61
零售銷售,61,46
除此之外,61,56
銀行業的,61,53
董事長王,61,54
營業據點,61,51
月消費者,61,48
政務委員,61,46
投資理財,61,36
投資信託,61,45
成長幅度,61,57
市場表現,61,58
安定基金,61,20
國際接軌,61,57
國銀行業,61,52
國會議員,61,46
加上美國,61,60
創新創業,61,41
價格下跌,61,52
高低介在,60,19
食物銀行,60,18
預計今年,60,56
鑒機資產,60,33
金融交易,60,54
退出歐盟,60,44
軟體銀行,60,50
資產規模,60,48
豐金控董,60,55
訪時表示,60,59
行政法院,60,29
美國就業,60,48
社會企業,60,21
智慧城市,60,34
新任董事,60,48
支付業務,60,46
截至去年,60,54
或有負債,60,30
年以來最,60,54
帶動台股,60,55
客戶需求,60,55
定期定額,60,32
大幅增加,60,59
因應金融,60,56
可能升息,60,56
分析師預,60,55
傳統產業,60,50
保險業者,60,47
交易市場,60,54
中國人壽,60,42
一度大漲,60,56
銀行推出,59,54
銀行公布,59,59
避險需求,59,52
過新台幣,59,55
跨境電商,59,20
貸款餘額,59,24
總統就職,59,29
相對穩定,59,54
消費者信,59,49
歷史新低,59,48
服務平台,59,46
月來最大,59,52
暫停交易,59,41
收購樂陞,59,48
支付公司,59,38
影響不大,59,52
對美元匯,59,50
密切關注,59,55
大型企業,59,48
在台指期,59,52
國的經濟,59,56
台灣民眾,59,45
台灣大學,59,56
台北外匯,59,55
及人民幣,59,44
原油價格,59,47
倫敦股市,59,57
信心指數,59,44
今天收盤,59,51
人士認為,59,53
高雄銀行,58,40
首相安倍,58,57
違反銀行,58,55
詐騙集團,58,32
行遭美國,58,55
經濟衰退,58,52
科技專利,58,20
相關單位,58,51
業經理人,58,42
李瑞倉表,58,38
時間下午,58,57
日成交量,58,54
指數盤中,58,56
指數上揚,58,44
快速成長,58,55
徵才活動,58,36
市場信心,58,54
專業人才,58,41
大陸政府,58,45
塑化股漲,58,58
基金管理,58,45
國際社會,58,35
國際商業,58,52
可以透過,58,53
人力資源,58,53
中央社劉,58,58
預期美國,57,55
金融專業,57,50
配套措施,57,49
路透報導,57,53
跨境支付,57,36
請金管會,57,47
行動錢包,57,18
脫離歐洲,57,49
聯徵中心,57,28
經濟部長,57,52
競爭激烈,57,52
競爭力的,57,50
科技大學,57,37
由紅翻黑,57,54
海外布局,57,46
永續經營,57,46
政府機關,57,32
指數大漲,57,48
持續推動,57,52
廣播公司,57,55
市場風險,57,36
國際投資,57,42
台灣金控,57,28
台幣升值,57,53
可疑交易,57,41
升息的預,57,55
區間震盪,57,50
企業永續,57,33
長張善政,56,53
銀行局長,56,43
銀行今年,56,56
金融領域,56,52
金融期指,56,38
金融政策,56,46
避險基金,56,36
越來越多,56,51
負面影響,56,50
觀察重點,56,53
表現不佳,56,55
股今日開,56,53
管理系統,56,30
百貨公司,56,47
發表聲明,56,54
由於美國,56,56
涉及洗錢,56,43
法遵人員,56,26
油價下跌,56,51
民間投資,56,42
根據彭博,56,55
早盤一度,56,53
於人民幣,56,53
投資基金,56,39
投資人在,56,55
央行統計,56,53
央行今天,56,51
國總統歐,56,50
國發基金,56,20
合作關係,56,48
個月來最,56,54
信用卡的,56,46
保險業務,56,41
今天下跌,56,56
也就是說,56,56
主要來自,56,53
中國證券,56,50
三大指數,56,53
電子金融,55,43
長期投資,55,47
遠傳電信,55,33
資料中心,55,16
財政部今,55,48
觀望氣氛,55,52
莫薩克馮,55,25
美聯準會,55,40
美元作收,55,54
總裁德拉,55,52
網路金融,55,33
紐約時間,55,54
為投資人,55,49
漲幅超過,55,44
機電股漲,55,55
最大股東,55,39
持續增加,55,52
市場震盪,55,52
專業投資,55,35
大陸曝險,55,29
外電報導,55,44
國際競爭,55,53
台股表現,55,44
台灣第一,55,51
匯銀主管,55,30
創新服務,55,47
再生能源,55,35
兩岸金融,55,28
個月以來,55,51
人民幣資,55,43
五大創新,55,35
丁克華說,55,34
黨候選人,54,40
配合政府,54,49
董事改選,54,39
英國政府,54,41
股東常會,54,45
聯邦銀行,54,49
美元今天,54,50
經濟轉型,54,44
統一發票,54,19
相對強勢,54,50
用不動產,54,27
